Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2015,251591,Chopin Eleme-CPS,Submitted,2450 W Rice St,60622,,,WEST TOWN,K-12 School,96895,1917,1,,68,1738879,5065379,,,,70.2,111.2,75.3,117,618,6.4,41.897101900000003,-87.688547029999995,"(41.8971019, -87.68854703)",2015-251591
2016,101674,Presidents Plaza 2,Submitted,8700 West Bryn Mawr Ave,60631,,,OHARE,Office,441327,1983,1,,72,30317131.5,517243.6,,,,69.9,216.9,70.8,220,5615.6,12.7,41.98171896,-87.84446238,"(41.98171896, -87.84446238)",2016-101674
2018,251910,Chase Elemen-CPS,Submitted,2021 N Point St,60647,2.0,false,LOGAN SQUARE,K-12 School,84715,1894,1,322,45,2371614,4713603,,,,83.6,136.8,83.5,136.8,644.9,7.6,41.91821493,-87.69423382,"(41.91821493, -87.69423382)",2018-251910
2016,100417,Marist High School,Submitted,4200 W. 115th Street,60655,,,MOUNT GREENWOOD,K-12 School,241936,1963,2,,83,5471855.1,8990852.5,,,,59.8,110,64.4,114.9,1486.1,6.1,41.68539508,-87.72369345,"(41.68539508, -87.72369345)",2016-100417
2015,251426,Haley Elemen-CPS,Submitted,11411 S Eggleston Ave,60628,,,ROSELAND,K-12 School,101294,1979,1,,43,3340225,4962614,,,,82,155,87.3,163.5,935,9.199999999999999,41.686387170000003,-87.633358290000004,"(41.68638717, -87.63335829)",2015-251426
2016,162209,St. Edmund's Episcopal Church,Submitted,6105 S. Michigan Ave,60637,,,WASHINGTON PARK,K-12 School,60000,1937,1,,75,652839.8,2524297.3,,,,53,78.3,58.3,83.6,254.4,4.2,41.78350218,-87.62163947,"(41.78350218, -87.62163947)",2016-162209
2016,102363,LaneTechHS-CPS,Submitted,2501 W Addison St,60618,,,NORTH CENTER,K-12 School,713935,1932,1,,24,13069560.2,28089124.6,,,,57.7,98.8,64.2,105.7,3900.9,5.5,41.94498741,-87.69077957,"(41.94498741, -87.69077957)",2016-102363
2016,244791,The Chandler,Submitted,450 East Waterside Drive,60601,,,LOOP,Multifamily Housing,444000,2005,1,,28,12706393.8,26571051.4,,,,88.5,152.7,94.4,158.1,3753.4,8.5,41.88716277,-87.61536682,"(41.88716277, -87.61536682)",2016-244791
2017,252333,MORNINGSIDE COURT APARTMENTS,Submitted,1250 W. MORSE AVE.,60626,,,ROGERS PARK,Multifamily Housing,137853,1982,1,,29,3089156,11750426,,,,107.6,159.9,116.9,169,1195.3,8.7,42.00798772,-87.66357062,"(42.00798772, -87.66357062)",2017-252333
2018,254375,Pulaski Promenade,Submitted,4064-4200 South Pulaski Road,60632,4.0,false,Archer Heights,Lifestyle Center,122764,2016,2,1706,,5645215.4,1026820.8,,,,54.3,137.5,53.9,136.1,993.7,8.1,41.81969666,-87.69450689,"(41.81969666, -87.69450689)",2018-254375
2015,134727,Glencrest Nursing & Rehab Center,Submitted,2451 W. Touhy Ave.,60645,,,WEST RIDGE,Senior Care Community,80000,1973,1,,8,4782078,9112115,,,,173.7,307.3,174.3,307.3,1445,18.100000000000001,42.011763360000003,-87.692010679999996,"(42.01176336, -87.69201068)",2015-134727
2015,251568,Vaughn Occup-CPS,Submitted,4355 N LINDER AVE,60641,,,PORTAGE PARK,K-12 School,50289,1950,1,,70,1852151,1857276,,,,73.8,154.4,74.599999999999994,155,471,9.4,41.960264209999998,-87.764367750000005,"(41.96026421, -87.76436775)",2015-251568
2018,119419,ASPIRA Haugan Middle School,Not Submitted,3729 W. Leland Ave.,60625,0.0,false,ALBANY PARK,K-12 School,110000,2004,1,879,13,4987296.5,6310910.5,,,,102.7,187.2,103.7,187.1,1164.9,10.6,41.9662297,-87.72181128,"(41.9662297, -87.72181128)",2018-119419
2017,250173,322 South Green,Submitted,322 South Green,60607,,,NEAR WEST SIDE,Office,94322,1921,1,,87,3113757,4346931,,,,79.1,152,85.2,159.6,806.6,8.6,41.87700657,-87.64871891,"(41.87700657, -87.64871891)",2017-250173
2018,130758,The Regal,Submitted,651 S. Wells,60607,3.5,false,LOOP,Multifamily Housing,99552,1950,1,3173,72,3751476.9,,,,,37.7,105.5,36.8,102.9,624.1,6.3,41.87399385,-87.651678,"(41.87399385, -87.651678)",2018-130758
2018,251443,Madison Elementary -CPS,Exempt,7401 S Dorchester,60619,,true,SOUTH SHORE,,72211,,1,291,,,,,,,,,,,,,41.760452,-87.590792,"(41.760452, -87.590792)",2018-251443
2015,101736,71 South Wacker,Submitted,71 S. Wacker Drive,60606,,,LOOP,Office,1687710,2005,1,,82,123429646,1107530,,,,73.8,230.3,74.8,233.3,24857,14.7,41.88099639,-87.636039640000007,"(41.88099639, -87.63603964)",2015-101736
2014,100418,Morgan Park-CPS,Submitted,1744 W Pryor Ave,60643,,,MORGAN PARK,K-12 School,269480,1921,1,,70,7619235,15863384,,,,87,151,83,145,2373,8.81,41.69164701,-87.66578473,"(41.69164701, -87.66578473)",2014-100418
2018,251279,WMS-2727 Roscoe,Not Submitted,2727 W Roscoe St,60618,0.0,false,AVONDALE,,63752,,1,2,,,,,,,,,,,,,41.94235025,-87.69688548,"(41.94235025, -87.69688548)",2018-251279
2017,112699,Sheridan Lakeside Condo Association (6249-59 N. Sheridan Rd.),Submitted,6259 N. Sheridan,60654,,,EDGEWATER,Multifamily Housing,70000,1923,1,,94,1310559,1506784,,,,40.2,81.4,42.2,86.9,322.3,4.6,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2017-112699
2018,175887,444 W SAINT JAMES PL,Not Submitted,444 W SAINT JAMES PL,60614,0.0,false,LINCOLN PARK,,112662,,1,4163,,,,,,,,,,,,,41.92201051,-87.65461957,"(41.92201051, -87.65461957)",2018-175887
2017,159419,"Fifth Praire Shores, LLC",Submitted,2801 S King Drive,60616,,,DOUGLAS,Multifamily Housing,289267,1960,1,,30,4286363,30958530,,,,121.8,158.9,132.1,169.5,2436.9,8.4,41.84364282,-87.61673336,"(41.84364282, -87.61673336)",2017-159419
2015,250139,Domestic Violence Courthouse,Submitted,555 W. Harrison St.,60607,,,NEAR WEST SIDE,Courthouse,187268,1890,1,,71,8819590,8648514,,,,93.3,196.4,97.8,201.3,2231,11.9,41.874352999999999,-87.641660999999999,"(41.874353, -87.641661)",2015-250139
2016,116876,Armitage Commons,Submitted,3720 W Armitage Ave,60647,,,LOGAN SQUARE,Multifamily Housing,85742,2006,2,,30,4004863.1,2683132.2,,,,78,175.5,83.9,188.1,851.1,9.9,41.92075046,-87.70152825,"(41.92075046, -87.70152825)",2016-116876
2017,254372,Lawndale Christian Health and Fitness Center,Submitted,3748 W Ogden Avenue,60623,,,North Lawndale,Mixed Use Property,64779,2012,1,,,4123262,1756044,,,,90.8,206.7,93,209.6,779.2,12,41.85793904,-87.71522054,"(41.85793904, -87.71522054)",2017-254372
2018,252333,MORNINGSIDE COURT APARTMENTS,Submitted,1250 W. MORSE AVE.,60626,1.0,false,ROGERS PARK,Multifamily Housing,137853,1982,1,7846,30,3074307.5,12908819.4,,,,115.9,160.8,118.3,161,1197.1,8.7,42.00798772,-87.66357062,"(42.00798772, -87.66357062)",2018-252333
2016,175334,41-51 N Central Ave,Submitted,41-51 N Central Ave,60644,,,AUSTIN,Multifamily Housing,55000,1910,1,,42,1188986.5,4302718.4,,,,99.8,150,106.8,157.3,447.7,8.1,41.88039405,-87.75826967,"(41.88039405, -87.75826967)",2016-175334
2018,135166,One West Monroe,Not Submitted,1 W Monroe St,60603,0.0,false,LOOP,,57600,,1,759,,,,,,,,,,,,,41.88073481,-87.62786771,"(41.88073481, -87.62786771)",2018-135166
2017,156609,Wicker Park Commons (Lowes),Submitted,1360 N. Ashland Avenue,60622,,,WEST TOWN,Retail Store,67000,1990,1,,69,3229574,1152916,,,,65.4,169.4,65.4,169.4,658.4,9.8,41.90656367,-87.66882411,"(41.90656367, -87.66882411)",2017-156609
2018,251866,Chicago Bulls College Prep,Submitted,2040 W Adams,60612,3.0,false,NEAR WEST SIDE,K-12 School,115289,1905,1,1,68,3087448.5,4862609.7,,,,69,119.3,65.9,116.1,771.9,6.7,41.87909335,-87.67841947,"(41.87909335, -87.67841947)",2018-251866
2018,102335,Park Shore,Submitted,4304-12 N. Sheridan Road,60613,3.5,false,UPTOWN,Multifamily Housing,53136,1970,1,1644,79,480931.6,3281342.6,,,,70.8,90.2,68,87.2,254.3,4.8,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2018-102335
2018,241989,30 E Elm Condo Association,Not Submitted,30 E ELM ST,60611,0.0,false,NEAR NORTH SIDE,,125100,,1,2969,,,,,,,,,,,,,41.90322796,-87.62742084,"(41.90322796, -87.62742084)",2018-241989
2018,251423,Ortiz De Dom-CPS,Submitted,3000 S Lawndale Ave,60623,4.0,false,SOUTH LAWNDALE,K-12 School,63900,1996,1,781,74,2220669.5,1076610.5,,,,51.6,115,51.6,115,426.6,6.7,41.83823853,-87.71771353,"(41.83823853, -87.71771353)",2018-251423
2015,160270,Grand Kingsbury LLC,Submitted,520 N. Kingsbury,60654,,,NEAR NORTH SIDE,Multifamily Housing,497185,2007,1,,37,15646535,27369787,,,,86.5,156.6,88.6,157.19999999999999,4597,9.199999999999999,41.891019550000003,-87.640085029999995,"(41.89101955, -87.64008503)",2015-160270
2017,101998,TransUnion LLC,Submitted,555 West Adams,60661,,,NEAR WEST SIDE,Office,312000,1990,1,,,11378597,,,,,36.5,114.5,36.5,114.5,2103.8,6.7,41.87897953,-87.64154809,"(41.87897953, -87.64154809)",2017-101998
2017,251584,Deneen Eleme-CPS,Submitted,7240 S Wabash Ave,60619,,,GREATER GRAND CROSSING,K-12 School,87736,1955,1,,31,3085351,4718561,,,,88.9,166.9,96.2,174,821.1,9.4,41.76239877,-87.62373586,"(41.76239877, -87.62373586)",2017-251584
2016,250171,The Heritage at Millennium Park,Submitted,130 North Garland Court,60602,,,LOOP,Multifamily Housing,927832,2005,1,,24,48009569.6,17455677.1,,,,70.6,182.2,74.2,189.2,9776.3,10.5,41.884349,-87.625379,"(41.884349, -87.625379)",2016-250171
2017,106122,344-358 W. Oakdale Ave.,Submitted,350 W. Oakdale Ave.,60657,,,LAKE VIEW,Multifamily Housing,108991,1950,1,,49,1103919,9773573,,,,99.8,126,108.3,134.9,723.2,6.6,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2017-106122
2016,251551,Murphy Eleme-CPS,Submitted,3539 W Grace St,60618,,,IRVING PARK,K-12 School,85287,1924,1,,84,1675771,3715889.7,,,,63.2,107.4,70.5,115.1,506.2,5.9,41.94963501,-87.71708956,"(41.94963501, -87.71708956)",2016-251551
2016,251316,02508-Howard & Clark,Submitted,1763 W Howard St,60626,,,ROGERS PARK,Supermarket/Grocery Store,70262,2013,1,,24,12507327.5,5432299.8,,,,255.3,640.1,259.5,640.3,2593.9,36.9,42.01936658,-87.67528214,"(42.01936658, -87.67528214)",2016-251316
2018,112801,Sheridan Shores Condominium Association,Submitted,5740 N. Sheridan Rd.,60660,1.0,false,EDGEWATER,Multifamily Housing,88000,1977,1,3975,29,1714867.8,8243910.2,,,,113.2,152.9,117,156.9,723.2,8.2,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2018-112801
2015,160436,The Bernardin,Submitted,747 Wabash Ave,60611,,,NEAR NORTH SIDE,Multifamily Housing,290070,2005,1,,28,9589303,10778394,,,,70.2,142.80000000000001,72.3,145.1,2499,8.6,41.896388889999997,-87.626464979999994,"(41.89638889, -87.62646498)",2015-160436
2015,159247,Patrick Sullivan Apartments,Submitted,1633 W. MADISON ST,60612,,,NEAR WEST SIDE,Multifamily Housing,367510,1965,1,,72,5921471,25512402,,,,85.5,123.5,87.4,125.4,2545,6.9,41.880683670000003,-87.668081430000001,"(41.88068367, -87.66808143)",2015-159247
2017,254260,The Cenacle Convent,Submitted,513 Fullerton W. Pkwy.,60614,,,Lincoln Park,Senior Care Community,97000,1967,1,,5,3628280,6754876,,,,107,190.6,113.1,197.2,1029.6,10.6,41.8842525,-87.63245,"(41.8842525, -87.63245)",2017-254260
2015,101788,333 West Wacker,Submitted,333 West Wacker Drive,60606,,,LOOP,Office,1012961,1982,1,,89,47635580,,,,103500,47.1,147.80000000000001,47.1,147.80000000000001,9578,9.5,41.886096549999998,-87.635916820000006,"(41.88609655, -87.63591682)",2015-101788
2018,173635,125 W OHIO ST,Not Submitted,125 W OHIO ST,60654,0.0,false,NEAR NORTH SIDE,,86000,,1,4455,,,,,,,,,,,,,41.89198218,-87.63699623,"(41.89198218, -87.63699623)",2018-173635
2018,101827,Burnham Center,Submitted,111 West Washington,60602,4.0,false,LOOP,Office,597773,1914,1,9314,64,23638397.4,27069908.5,,,,84.8,158.3,82.2,154.7,5370.4,9,41.88322343,-87.63144072,"(41.88322343, -87.63144072)",2018-101827
2018,174306,540 N Lake Shore Drive CA,Submitted,540 N. Lake Shore Drive,60611,3.0,false,NEAR NORTH SIDE,Multifamily Housing,241024,1920,1,5920,45,8283889,4347469.7,,,,52.4,115.2,51.4,113.1,1609.1,6.7,41.89579275,-87.62247957,"(41.89579275, -87.62247957)",2018-174306
2017,251392,Canty Elemen-CPS,Submitted,3740 N Panama Ave,60634,,,DUNNING,K-12 School,78615,1936,1,,59,1744757,5906135,,,,97.3,148.6,112,164,636.3,8.1,41.94793297,-87.82972259,"(41.94793297, -87.82972259)",2017-251392
2018,158640,(IL278)-2000 N. Lincoln Park West,Submitted,2000 N. Lincoln Park West; 2052 N. Lincoln Park West,60614,2.0,false,LINCOLN PARK,Multifamily Housing,263000,1930,1,,15,4841440.3,27432780.9,,,,122.7,161.1,122.8,160.3,2262.5,8.6,41.91944034,-87.63637786,"(41.91944034, -87.63637786)",2018-158640
2018,250067,Goldblatts Building,Not Submitted,1609 W Chicago Ave,60622,0.0,false,WEST TOWN,,160280,,1,1961,,,,,,,,,,,,,41.89604369,-87.6677898,"(41.89604369, -87.6677898)",2018-250067
2015,251465,CoonleyJohn-CPS,Submitted,4046 N Leavitt St,60618,,,NORTH CENTER,K-12 School,72304,1893,1,,30,1666529,5275863,,,,96,149,102.1,156.19999999999999,615,8.5,41.955441069999999,-87.684002710000001,"(41.95544107, -87.68400271)",2015-251465
2017,116536,Cal-Met Village Apartments,Submitted,4101 S Calumet Ave,60653,,,GRAND BOULEVARD,Multifamily Housing,57850,1989,1,,35,1403424,4336619,,,,99.2,154.9,106.6,162.6,489.8,8.5,41.82021138,-87.61246867,"(41.82021138, -87.61246867)",2017-116536
2015,252030,"Tremont Chicago Hotel, Magnificent Mile",Submitted,100 East Chestnut,60611,,,NEAR NORTH SIDE,Hotel,95526,1990,1,,17,5041104,11784200,,,,176.1,295.2,179.3,297.3,1639,17.2,41.898575549999997,-87.62561977,"(41.89857555, -87.62561977)",2015-252030
2016,254050,1400 State Parkway Condominium Association,Submitted,1400 N State Parkway,60610,,,Near North Side,Multifamily Housing,95000,1962,1,,8,2307217.3,11365963.7,,,,143.9,201.9,157.9,213.9,1029,10.8,41.9038385,-87.63668,"(41.9038385, -87.63668)",2016-254050
2017,101679,Presidents Plaza 1,Submitted,8600 West Bryn Mawr Ave,60631,,,OHARE,Office,417395,1980,1,,76,30845821,293424,,,,74.6,232.8,76.5,238.6,5718.8,13.7,41.98292604,-87.84221511,"(41.98292604, -87.84221511)",2017-101679
2015,251300,2020 Lincoln Park West Condominium Association,Submitted,2020 N. Lincoln Park West,60614,,,LINCOLN PARK,Multifamily Housing,434293,1972,1,,38,9454976,33485535,,,,98.9,149.30000000000001,103.1,152.9,3678,8.5,41.918729190000001,-87.636901409999993,"(41.91872919, -87.63690141)",2015-251300
2016,251906,Sabin Magnet-CPS,Submitted,2216 W HIRSCH ST,60622,,,WEST TOWN,K-12 School,95219,1930,1,,67,2238301.7,4877681,,,,74.7,127.6,81.8,136.2,671.6,7.1,41.90740406,-87.68287819,"(41.90740406, -87.68287819)",2016-251906
2017,101940,Mallers Building LLC,Submitted,5 S. Wabash Ave.,60603,,,LOOP,Enclosed Mall,315000,1912,1,,,16450221,99093925,,,,366.8,494.3,366.8,494.4,8304.9,26.4,41.88185833,-87.62566994,"(41.88185833, -87.62566994)",2017-101940
2016,160264,K2 Apartments,Submitted,365 N. Halsted St.,60661,,,WEST TOWN,Multifamily Housing,715440,2011,1,,91,12281313.2,23878099,,,,50.5,88.9,53.4,91.1,3532,4.9,41.888302,-87.647494,"(41.888302, -87.647494)",2016-160264
2016,104238,3510 N. Pine Grove Ave.,Submitted,3510 N. Pine Grove Ave.,60657,,,LAKE VIEW,Multifamily Housing,71310,1970,1,,53,1250917.7,4872269,,,,85.9,126.8,93.6,135,489.4,6.9,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2016-104238
2016,240429,The Buckingham Condominium Association,Submitted,360 E Randolph Street,60601,,,LOOP,Multifamily Housing,506142,1981,1,,18,27236866.6,5478000.2,,,,64.6,180.3,69.3,194.6,5311.3,10.5,41.884817,-87.61795883,"(41.884817, -87.61795883)",2016-240429
2018,117348,Peterson Plaza Tower,Submitted,5969 North Ravenswood Ave,60660,1.0,false,EDGEWATER,Multifamily Housing,82971,1981,1,3504,3,5995286.6,1333538,,,,88.3,219.2,89.7,222.6,1068.2,12.9,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2018-117348
2016,251714,Lloyd Elemen-CPS,Submitted,2103 N Lamon Ave,60639,,,BELMONT CRAGIN,K-12 School,150436,1907,1,,14,6030181.1,8837728.6,,,,98.8,187.6,107.4,196.6,1580.9,10.5,41.91901757,-87.74788079,"(41.91901757, -87.74788079)",2016-251714
2017,242635,R&D 659 CA,Submitted,659 W. Randolph Street,60661,,,NEAR WEST SIDE,Multifamily Housing,241800,2009,1,,27,8028102,14559324,,,,93.4,167.5,99,173,2257.7,9.3,41.88401509,-87.64470335,"(41.88401509, -87.64470335)",2017-242635
2016,251679,Lowell Eleme-CPS,Submitted,3320 W Hirsch St,60651,,,HUMBOLDT PARK,K-12 School,121800,1888,1,,73,1743129,6308064.4,,,,66.1,99.3,75.1,109.4,656.3,5.4,41.90669414,-87.71050823,"(41.90669414, -87.71050823)",2016-251679
2018,117750,Whole Foods EWR,Submitted,6009 North Broadway,60660,2.5,false,EDGEWATER,Supermarket/Grocery Store,55717,2014,1,5555,51,9120572.8,8861670.1,,,,322.7,625.3,323.9,624.3,1988,35.7,41.99113477,-87.65969151,"(41.99113477, -87.65969151)",2018-117750
2018,251877,Williams Multiplex Elementary -CPS,Exempt,2710 S Dearborn St,60616,,true,DOUGLAS,,121337,,1,2318,,,,,,,,,,,,,41.84347027,-87.62873308,"(41.84347027, -87.62873308)",2018-251877
2016,105360,200 N Central,Submitted,200 N Central Ave,60644,,,AUSTIN,Multifamily Housing,50291,1930,1,,37,801117.1,4658095.6,,,,108.6,147.3,119.3,158.5,395.1,7.9,41.88039405,-87.75826967,"(41.88039405, -87.75826967)",2016-105360
2017,252041,Bookstore,Submitted,970 East 58th Street,60637,,,HYDE PARK,Retail Store,50162,1902,1,,30,2657094,,3223800,,,117.2,243.6,120.5,246.6,705.3,14.1,41.789588,-87.602326,"(41.789588, -87.602326)",2017-252041
2018,250001,120 North LaSalle,Submitted,120 North LaSalle Street,60602,4.0,false,LOOP,Office,477123,1991,1,6599,55,27774515.9,,,,,58.2,163,57.2,160.1,4620.7,9.7,41.88371132,-87.63248735,"(41.88371132, -87.63248735)",2018-250001
2018,251449,Libby Elementary -CPS,Exempt,5300 S Loomis Blvd,60609,,true,NEW CITY,,115600,,1,1120,,,,,,,,,,,,,41.79736598,-87.66014873,"(41.79736598, -87.66014873)",2018-251449
2016,160284,1251/1255 S. Michigan,Submitted,1251/1255 S. Michigan Avenue,60605,,,NEAR SOUTH SIDE,Multifamily Housing,618708,2006,2,,36,19234406.2,31084105.5,,,,81.3,150.4,85.7,153.4,5196.3,8.4,41.86623341,-87.62362373,"(41.86623341, -87.62362373)",2016-160284
2018,138874,Midtown Athletic Club,Submitted,2020 W Fullerton,60647,1.0,false,LOGAN SQUARE,Fitness Center/Health Club/Gym,208000,2017,1,499,,23648029.5,836947,,,,117.7,322.6,117.5,322,3978.6,19.1,41.92543323,-87.67914408,"(41.92543323, -87.67914408)",2018-138874
2014,101980,Harold Washington College,Submitted,30 East Lake Street,60601,,,LOOP,College/University,345300,1983,1,,,18393372,127278001,,,,422,554,422,555,10456,30.28,41.88606565,-87.62685764,"(41.88606565, -87.62685764)",2014-101980
2017,161305,Ninos Heroes-CPS,Submitted,8344 S Commercial Ave,60617,,,SOUTH CHICAGO,K-12 School,73518,1981,1,,19,3206845,2811129,,,,81.9,177.1,88.4,182.8,742.2,10.1,41.7441688,-87.55304379,"(41.7441688, -87.55304379)",2017-161305
2016,250154,Hektoen Building,Submitted,627 S. Wood St.,60612,,,NEAR WEST SIDE,Laboratory,184535,1964,2,,,2331384.1,23141686.6,,,,138,171.3,152.7,184.7,1658.9,9,41.87342661,-87.67117128,"(41.87342661, -87.67117128)",2016-250154
2016,118776,Gleacher Center,Submitted,450 North Cityfront Plaza,60611,,,NEAR NORTH SIDE,College/University,194481,1993,1,,,14732190.3,,,,,75.8,237.9,74.5,234,2715.5,14,41.88968811,-87.62196737,"(41.88968811, -87.62196737)",2016-118776
2018,175953,Hotel Blake,Submitted,500 S Dearborn Street,60605,3.5,false,LOOP,Hotel,150000,1896,1,6491,73,6062530.3,8637861.4,,,,98,173.6,95.6,169.9,1467.4,9.8,41.86863212,-87.62730687,"(41.86863212, -87.62730687)",2018-175953
2015,250173,322 South Green,Submitted,322 South Green,60607,,,NEAR WEST SIDE,Office,94322,1921,1,,78,4443628,4197236,,,,91.6,194.7,95.2,198.4,1116,11.8,41.877006569999999,-87.648718909999999,"(41.87700657, -87.64871891)",2015-250173
2017,100674,The Lofts at Arthington,Submitted,3301 West Arthington Street,60624,,,NORTH LAWNDALE,Multifamily Housing,228897,1909,2,,99,2564975,8642221,,,,49,74.8,52.6,78.7,933.3,4.1,41.87000549,-87.70831909,"(41.87000549, -87.70831909)",2017-100674
2018,251403,"Faraday Elementary, Michael -CPS",Exempt,3250 W Monroe St,60624,,true,EAST GARFIELD PARK,,61600,,1,,,,,,,,,,,,,,41.87990883,-87.70781864,"(41.87990883, -87.70781864)",2018-251403
2016,222150,"The Barry Condominium, Inc.",Submitted,3100 N. Sheridan Rd.,60657,,,LAKE VIEW,Multifamily Housing,175279,1924,1,,93,2600954.3,10542663.1,,,,75,109.7,82.9,118.1,1039.4,5.9,41.9378917,-87.63990203,"(41.9378917, -87.63990203)",2016-222150
2016,105011,The Pines of Edgewater I - 5439-5443 N Kenmore,Submitted,5439-5443 N Kenmore,60654,,,EDGEWATER,Multifamily Housing,52237,1929,1,,59,1748145.4,1083477.2,,,,54.2,126.9,57.4,135.3,379.8,7.3,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",2016-105011
2018,251753,Shoop Acad Of Math/Science/Tech -CPS,Exempt,1460 W 112th St,60643,,true,MORGAN PARK,,124553,,1,932,,,,,,,,,,,,,41.69097409,-87.6593734,"(41.69097409, -87.6593734)",2018-251753
2017,101748,One South Wacker,Submitted,One South Wacker,60606,,,LOOP,Office,1343438,1982,1,,88,67066170,1802077,,,,51.3,158.2,51.3,158.2,12495.9,9.3,41.88155817,-87.63615089,"(41.88155817, -87.63615089)",2017-101748
2018,173658,212 West Superior Street,Submitted,212 West Superior Street,60654,4.0,false,NEAR NORTH SIDE,Office,92454,1920,1,326,72,3073577.4,3366590.3,,,,69.7,131.3,67.1,126.9,690.1,7.5,41.89561827,-87.63484054,"(41.89561827, -87.63484054)",2018-173658
2018,103632,NMH Feinberg Pavilion and Galter Pavilion,Submitted,251 E Huron St.,60654,4.0,false,NEAR NORTH SIDE,Hospital (General Medical & Surgical),2200000,1999,1,,64,201603513.3,284748884.2,,,,221.1,392.5,221.2,392.8,48664,22.1,41.89458666,-87.62152834,"(41.89458666, -87.62152834)",2018-103632
2014,102460,Museum of Science and Industry,Submitted,5700 South Lake Shore Drive,60637,,,HYDE PARK,Museum,1211750,1893,1,,,42942145,31928824,,,,62,139,58,135,10297,8.5,41.79055467,-87.58295123,"(41.79055467, -87.58295123)",2014-102460
2016,103653,River North Point,Submitted,350 North Orleans Street,60654,,,NEAR NORTH SIDE,Office,1883966,1975,1,,49,144127042.6,4706927.2,,42512412.3,,101.6,265.4,101.8,269.8,29056.1,15.4,41.88851686,-87.63777722,"(41.88851686, -87.63777722)",2016-103653
2016,102532,Advocate Trinity Hospital,Submitted,2320 E. 93rd. Street,60617,,,CALUMET HEIGHTS,Hospital (General Medical & Surgical),367669,1960,1,,50,33997011,57630025.3,,,,249.2,454.9,260.2,466.5,9327.4,25.4,41.72673518,-87.56695195,"(41.72673518, -87.56695195)",2016-102532
2018,256080,Madden Wells Ph 1A-1B,Submitted,3852 South Ellis,60653,4.0,false,OAKLAND,Multifamily Housing,384903,2005,45,1737,95,8276611.2,7664697.9,,,,41.4,81.1,40.4,80.1,1784,4.6,41.88425,-87.63245,"(41.88425, -87.63245)",2018-256080
2018,256410,8791,Submitted,300 E Superior St,60611,1.0,false,NEAR NORTH SIDE,Laboratory,303863,1990,1,,,40277499.9,53712402.6,,,,309.3,556.7,306.8,547.3,9553.7,31.4,41.89837,-87.62281702,"(41.89837, -87.62281702)",2018-256410
2018,105991,Red Roof Inn,Exempt,162 164 E ONTARIO ST,60611,,true,NEAR NORTH SIDE,,101800,,1,1117,,,,,,,,,,,,,41.89579275,-87.62247957,"(41.89579275, -87.62247957)",2018-105991
2015,242563,(IL279) - 212 W Washington Condo,Submitted,212 W Washington Street,60606,,,LOOP,Multifamily Housing,278198,1999,1,,25,10462461,10877652,,,,76.7,159.1,76.7,159.1,2680,9.6,41.88326842,-87.635121429999998,"(41.88326842, -87.63512143)",2015-242563
2016,159044,Lidia Puchinska Apartments,Submitted,838 N. Noble Street,60642,,,WEST TOWN,Multifamily Housing,268851,1965,2,,89,4090547.9,16538588.3,,,,76.7,112.4,80.7,115,1632.4,6.1,41.89750905,-87.66328018,"(41.89750905, -87.66328018)",2016-159044
2016,114196,1550 State Parkway Condominium Association,Submitted,1550 N State Pkwy,60610,,,NEAR NORTH SIDE,Multifamily Housing,104400,1912,1,,46,2231612.1,7523299.8,,,,93.4,142.8,101.8,149.4,810.9,7.8,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2016-114196
2017,252075,Acero Schools - Veterans Memorial Campus,Submitted,4248 W. 47th St.,60632,,,ARCHER HEIGHTS,K-12 School,174999,2008,1,,88,7070050,4367358,,,,65.4,153.1,67.5,153.9,1539.2,8.8,41.80878989,-87.73077801,"(41.80878989, -87.73077801)",2017-252075
2016,242901,Carl Sandburg Village Condo Assoc 2: 1455-1460 North Sandburg Terrace,Submitted,1460 North Sandburg Terrace,60610,,,NEAR NORTH SIDE,Multifamily Housing,462348,1990,1,,100,7957234.4,346069.8,,,,18,54.8,17.1,52.1,1485.1,3.2,41.9088576,-87.63195257,"(41.9088576, -87.63195257)",2016-242901
